2025-06-05 13:12:55.119526	https://www.encodeproject.org/report/?type=Experiment&control_type%21=%2A&status=released&perturbed=false&assay_title=WGBS&assay_title=polyA+plus+RNA-seq&replicates.library.biosample.donor.organism.scientific_name=Homo+sapiens&biosample_ontology.classification=tissue&limit=all
ID	Accession	Assay name	Assay title	Biosample classification	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR699ETV/	ENCSR699ETV	whole-genome shotgun bisulfite sequencing	WGBS	tissue				Homo sapiens heart tissue embryo (101 days)	heart	GEO:GSM1172597		Bradley Bernstein, Broad	Roadmap	released	/files/ENCFF741BJX/,/files/ENCFF455ZIJ/,/files/ENCFF863GFR/,/files/ENCFF994SAV/,/files/ENCFF938TRA/,/files/ENCFF642BSV/,/files/ENCFF302LYP/,/files/ENCFF015ETR/,/files/ENCFF759MZT/,/files/ENCFF651RWO/,/files/ENCFF994KKA/,/files/ENCFF672ESV/,/files/ENCFF734QDJ/,/files/ENCFF107RMQ/,/files/ENCFF019IPF/,/files/ENCFF560SMW/,/files/ENCFF339HFX/,/files/ENCFF127XRO/,/files/ENCFF361EFK/,/files/ENCFF158PKD/,/files/ENCFF257NLC/,/files/ENCFF084KPV/,/files/ENCFF046SSH/,/files/ENCFF395LMF/,/files/ENCFF724VJD/,/files/ENCFF768SQH/		ENCBS382JFA	1	4		Homo sapiens	embryonic	101 days												/replicates/775300be-158d-4bff-ad07-3f282925b029/				
/experiments/ENCSR321ROU/	ENCSR321ROU	polyA plus RNA-seq	polyA plus RNA-seq	tissue				Homo sapiens left renal pelvis tissue male embryo (105 days)	left renal pelvis	GEO:GSM1059491		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF453MGJ/,/files/ENCFF052MGU/,/files/ENCFF925ZTD/,/files/ENCFF906QTH/,/files/ENCFF861BCL/,/files/ENCFF720JRI/,/files/ENCFF269XQA/,/files/ENCFF174RGF/,/files/ENCFF991SIA/,/files/ENCFF021QSP/,/files/ENCFF683BWC/,/files/ENCFF032JQK/,/files/ENCFF548IVB/,/files/ENCFF990MDC/,/files/ENCFF625YZR/,/files/ENCFF789BAL/,/files/ENCFF825CQP/,/files/ENCFF082LJF/,/files/ENCFF967TUU/		ENCBS257BTU	1	1		Homo sapiens	embryonic	105 days												/replicates/d2b2b797-3488-40ed-83fa-8d78932c8e76/				
/experiments/ENCSR621FYE/	ENCSR621FYE	polyA plus RNA-seq	polyA plus RNA-seq	tissue				Homo sapiens small intestine tissue male embryo (115 days)	small intestine	GEO:GSM1059517		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF531PQC/,/files/ENCFF591MEX/,/files/ENCFF599QCV/,/files/ENCFF766WNF/,/files/ENCFF777VVW/,/files/ENCFF970SOK/,/files/ENCFF342KAG/,/files/ENCFF268WVZ/,/files/ENCFF006TNX/,/files/ENCFF994OMS/,/files/ENCFF307NEP/,/files/ENCFF833PBS/,/files/ENCFF069OXV/,/files/ENCFF592XZA/,/files/ENCFF574LWJ/,/files/ENCFF660RNB/,/files/ENCFF018NVW/,/files/ENCFF071WYM/,/files/ENCFF751IYX/		ENCBS615YKY	1	1		Homo sapiens	embryonic	115 days												/replicates/0404eb4e-2b96-456e-8ad4-ffdc67ae13b0/				
/experiments/ENCSR406YML/	ENCSR406YML	polyA plus RNA-seq	polyA plus RNA-seq	tissue				Homo sapiens muscle of arm tissue male embryo (91 days)	muscle of arm	GEO:GSM1220595		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF629SLX/,/files/ENCFF220PLD/,/files/ENCFF842DVR/,/files/ENCFF089UWS/,/files/ENCFF364MWG/,/files/ENCFF513PLX/,/files/ENCFF474SZV/,/files/ENCFF770LZN/,/files/ENCFF811UQH/,/files/ENCFF587HKK/,/files/ENCFF389JGX/,/files/ENCFF033QSM/,/files/ENCFF679CCA/,/files/ENCFF267LFG/,/files/ENCFF663PJS/,/files/ENCFF530TMY/,/files/ENCFF850QQF/,/files/ENCFF750AQK/,/files/ENCFF309YCI/		ENCBS090AGL	1	1		Homo sapiens	embryonic	91 days												/replicates/ccd1985e-94b9-4314-a19d-9f34b6391071/				
/experiments/ENCSR534JVH/	ENCSR534JVH	polyA plus RNA-seq	polyA plus RNA-seq	tissue				Homo sapiens small intestine tissue female embryo (98 days)	small intestine	GEO:GSM1059521		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF494LBQ/,/files/ENCFF436XPV/,/files/ENCFF699LUC/,/files/ENCFF058IDF/,/files/ENCFF022RHC/,/files/ENCFF769FAA/,/files/ENCFF217TDL/,/files/ENCFF872JTJ/,/files/ENCFF389QVF/,/files/ENCFF187DMV/,/files/ENCFF044JGX/,/files/ENCFF451SDJ/,/files/ENCFF738MHI/,/files/ENCFF298CPL/,/files/ENCFF605LGR/,/files/ENCFF285AJX/,/files/ENCFF869NOC/,/files/ENCFF931JUO/,/files/ENCFF558MYM/		ENCBS273HJV	1	1		Homo sapiens	embryonic	98 days												/replicates/8d9767f4-5497-4ef3-9032-c8c36e77cc05/				
/experiments/ENCSR907KDH/	ENCSR907KDH	polyA plus RNA-seq	polyA plus RNA-seq	tissue				Homo sapiens kidney tissue male embryo (87 days)	kidney	GEO:GSM1059511		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF715EGE/,/files/ENCFF141OZM/,/files/ENCFF948IEY/,/files/ENCFF138ZXZ/,/files/ENCFF728NXJ/,/files/ENCFF229DFM/,/files/ENCFF116UDR/,/files/ENCFF400QGA/,/files/ENCFF335PYS/,/files/ENCFF455ROG/,/files/ENCFF341NPJ/,/files/ENCFF327TVD/,/files/ENCFF442LRW/,/files/ENCFF210APH/,/files/ENCFF353AQK/,/files/ENCFF336DIW/,/files/ENCFF880GSS/,/files/ENCFF193UXG/,/files/ENCFF554WCY/		ENCBS478OZL	1	1		Homo sapiens	embryonic	87 days												/replicates/62fd9dee-5849-415b-bc04-00915b8b3d9f/				
/experiments/ENCSR102TQN/	ENCSR102TQN	polyA plus RNA-seq	polyA plus RNA-seq	tissue				Homo sapiens esophagus tissue male adult (34 years)	esophagus	GEO:GSM1010956		Joe Ecker, Salk	Roadmap	released	/files/ENCFF095FCF/,/files/ENCFF423RAH/,/files/ENCFF841MRF/,/files/ENCFF095KTS/,/files/ENCFF839FRY/,/files/ENCFF938RBR/,/files/ENCFF813YTM/,/files/ENCFF192QUJ/,/files/ENCFF113ICJ/,/files/ENCFF690YPK/,/files/ENCFF113UJM/,/files/ENCFF680OZX/,/files/ENCFF313VNN/,/files/ENCFF182KTN/,/files/ENCFF251YUZ/,/files/ENCFF515XBF/,/files/ENCFF455IBS/,/files/ENCFF941GTX/,/files/ENCFF697PZI/,/files/ENCFF993JBC/,/files/ENCFF609NAD/,/files/ENCFF489OLB/,/files/ENCFF799AGU/,/files/ENCFF695AJX/,/files/ENCFF783JYJ/,/files/ENCFF310DRA/,/files/ENCFF549RRP/,/files/ENCFF322BHB/,/files/ENCFF230YCB/,/files/ENCFF614SLT/,/files/ENCFF593WXD/,/files/ENCFF674MJX/,/files/ENCFF988EBT/,/files/ENCFF397AEC/,/files/ENCFF853TUI/,/files/ENCFF863CHX/,/files/ENCFF606VMD/,/files/ENCFF328MVJ/,/files/ENCFF275MEC/	/reference-epigenomes/ENCSR201QAF/	ENCBS857GIO	1	2		Homo sapiens	adult	34 years												/replicates/d5ec64d7-8d21-461e-a469-be47f23fde25/				
/experiments/ENCSR174ESD/	ENCSR174ESD	polyA plus RNA-seq	polyA plus RNA-seq	tissue				Homo sapiens muscle of leg tissue male embryo (113 days)	muscle of leg	GEO:GSM1101669		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF280FJO/,/files/ENCFF430ZAT/,/files/ENCFF896ZVC/,/files/ENCFF314DRG/,/files/ENCFF685RNO/,/files/ENCFF786JTF/,/files/ENCFF393OUO/,/files/ENCFF733HEX/,/files/ENCFF665IFF/,/files/ENCFF360IDI/,/files/ENCFF956TKX/,/files/ENCFF565ZDO/,/files/ENCFF718DUA/,/files/ENCFF700LDQ/,/files/ENCFF154TLD/,/files/ENCFF116EXN/,/files/ENCFF715VKW/,/files/ENCFF137XKI/,/files/ENCFF911EJF/		ENCBS011TVS	1	1		Homo sapiens	embryonic	113 days												/replicates/58cbcb94-5938-411e-8abe-80e37b9c9177/				
/experiments/ENCSR160UAZ/	ENCSR160UAZ	polyA plus RNA-seq	polyA plus RNA-seq	tissue				Homo sapiens left renal pelvis tissue male embryo (105 days)	left renal pelvis	GEO:GSM1059503		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF493PDU/,/files/ENCFF023RDH/,/files/ENCFF984DUZ/,/files/ENCFF287KBE/,/files/ENCFF328SGD/,/files/ENCFF126KII/,/files/ENCFF672FOP/,/files/ENCFF800DYH/,/files/ENCFF773ZTB/,/files/ENCFF288HIC/,/files/ENCFF939QJJ/,/files/ENCFF490EPB/,/files/ENCFF292ONA/,/files/ENCFF876IYB/,/files/ENCFF022DKU/,/files/ENCFF866SDL/,/files/ENCFF502ADP/,/files/ENCFF952EPU/,/files/ENCFF881ITI/		ENCBS754ANY	1	1		Homo sapiens	embryonic	105 days												/replicates/dd72782f-1735-457f-9c8c-24c8ef34daa0/				
/experiments/ENCSR120NEA/	ENCSR120NEA	polyA plus RNA-seq	polyA plus RNA-seq	tissue				Homo sapiens adrenal gland tissue female embryo (85 days)	adrenal gland	GEO:GSM1060240		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF396DVW/,/files/ENCFF628KHH/,/files/ENCFF023JIC/,/files/ENCFF311HYB/,/files/ENCFF923JPT/,/files/ENCFF467PRR/,/files/ENCFF120WLP/,/files/ENCFF439LRK/,/files/ENCFF350CWM/,/files/ENCFF328RRN/,/files/ENCFF530LFU/,/files/ENCFF360VEX/,/files/ENCFF930IVC/,/files/ENCFF195SMK/,/files/ENCFF884JXK/,/files/ENCFF885ONP/,/files/ENCFF788HZW/,/files/ENCFF773UYG/,/files/ENCFF664EGO/		ENCBS660CJK	1	1		Homo sapiens	embryonic	85 days												/replicates/2086c3c1-1b31-4892-b873-52dce74beeae/				
/experiments/ENCSR012TGL/	ENCSR012TGL	whole-genome shotgun bisulfite sequencing	WGBS	tissue				Homo sapiens heart left ventricle tissue male child (3 years)	heart left ventricle	GEO:GSM1120319,GEO:GSM1120320,GEO:GSM1010978		Joe Ecker, Salk	Roadmap	released	/files/ENCFF442OCP/,/files/ENCFF968SKG/,/files/ENCFF816IDU/,/files/ENCFF382MFI/,/files/ENCFF984GJM/,/files/ENCFF307QSV/,/files/ENCFF501IFY/,/files/ENCFF833HAZ/,/files/ENCFF051MBG/,/files/ENCFF587RNQ/,/files/ENCFF673KYA/,/files/ENCFF890RPD/,/files/ENCFF684JHX/,/files/ENCFF903GQY/,/files/ENCFF724NXB/,/files/ENCFF363NNK/,/files/ENCFF736FOT/,/files/ENCFF364UDI/,/files/ENCFF629YBC/,/files/ENCFF284WEI/,/files/ENCFF726JCY/,/files/ENCFF398ERY/,/files/ENCFF990ELO/	/reference-epigenomes/ENCSR631XRW/	ENCBS663RCE	1	2,1,3		Homo sapiens	child	3 years												/replicates/bf090ea9-4f4b-40ce-8b50-ce39fbd1fced/,/replicates/83241931-7f41-432a-95de-11bcbf08188a/,/replicates/c46465fd-1c9e-4e1d-8e86-e9e176bf9fb5/				
/experiments/ENCSR462KQY/	ENCSR462KQY	whole-genome shotgun bisulfite sequencing	WGBS	tissue				Homo sapiens large intestine tissue male embryo (108 days)	large intestine	GEO:GSM1097763		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF444EUF/,/files/ENCFF753VMS/,/files/ENCFF509TMP/,/files/ENCFF378YLD/,/files/ENCFF088SOE/,/files/ENCFF679ZHG/,/files/ENCFF988QRS/,/files/ENCFF946CYL/,/files/ENCFF094JOX/,/files/ENCFF411YBY/,/files/ENCFF539ESH/,/files/ENCFF390EXZ/,/files/ENCFF932VUM/,/files/ENCFF301UXX/,/files/ENCFF923CZC/,/files/ENCFF737TRE/,/files/ENCFF491REP/,/files/ENCFF771HDO/,/files/ENCFF847VCY/,/files/ENCFF891TLY/,/files/ENCFF038ZYL/,/files/ENCFF509ORM/,/files/ENCFF674OLN/,/files/ENCFF122XIS/,/files/ENCFF877BVG/,/files/ENCFF264JCM/	/reference-epigenomes/ENCSR020SIU/	ENCBS547DHM	1	1		Homo sapiens	embryonic	108 days												/replicates/24859dfa-4731-4b65-af78-b14e81633b4f/				
/experiments/ENCSR274JRR/	ENCSR274JRR	polyA plus RNA-seq	polyA plus RNA-seq	tissue				Homo sapiens brain tissue female adult (66 years)	brain	GEO:GSE93490	RNA-seq of human brain tissue. The second technical replicate was performed in May 2015 and was not part of the original Lin et al. 2014 publication (PMID:25413365).	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF850ZLY/,/files/ENCFF897IUQ/,/files/ENCFF456MMS/,/files/ENCFF716WNR/,/files/ENCFF685IGY/,/files/ENCFF872KEA/,/files/ENCFF978EVS/,/files/ENCFF852UUK/,/files/ENCFF400FFS/,/files/ENCFF770EHQ/,/files/ENCFF026KLN/,/files/ENCFF066QPQ/,/files/ENCFF415KIU/,/files/ENCFF458FRB/,/files/ENCFF784ZTQ/,/files/ENCFF521FQD/,/files/ENCFF648VKK/,/files/ENCFF072DIX/,/files/ENCFF804BIT/,/files/ENCFF886QRC/,/files/ENCFF934VYK/,/files/ENCFF139YWN/,/files/ENCFF723DOS/,/files/ENCFF765FHT/,/files/ENCFF386BQW/,/files/ENCFF834TIL/,/files/ENCFF428RBF/,/files/ENCFF336PMN/,/files/ENCFF798MME/,/files/ENCFF263GSB/,/files/ENCFF688MJZ/,/files/ENCFF368YTA/,/files/ENCFF608NSA/,/files/ENCFF552DKT/,/files/ENCFF716ABP/,/files/ENCFF495MKX/,/files/ENCFF945AOI/,/files/ENCFF481TDP/,/files/ENCFF272FZL/,/files/ENCFF028ACW/,/files/ENCFF714NHR/,/files/ENCFF405NKH/,/files/ENCFF895SMO/,/files/ENCFF277JSZ/,/files/ENCFF347RGT/,/files/ENCFF121DHE/,/files/ENCFF083QJY/,/files/ENCFF268TCZ/,/files/ENCFF833OOB/,/files/ENCFF843SJQ/,/files/ENCFF637ZBG/,/files/ENCFF717LNP/,/files/ENCFF892AGP/,/files/ENCFF385REY/		ENCBS534KWT	1	1,2		Homo sapiens	adult	66 years												/replicates/2245b2f7-3a46-46f5-8333-a8e507fa5d1e/,/replicates/dfea9355-c3fa-4f21-be28-b326e3525a24/				
/experiments/ENCSR129KCJ/	ENCSR129KCJ	polyA plus RNA-seq	polyA plus RNA-seq	tissue				Homo sapiens lung tissue female adult (30 years)	lung	GEO:GSE93482	RNA-seq of human lung tissue tissue. The second technical replicate was performed in May 2015 and was not part of the original Lin et al. 2014 publication (PMID:25413365).	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF433PKC/,/files/ENCFF546XEW/,/files/ENCFF911WYB/,/files/ENCFF723QXK/,/files/ENCFF457OWQ/,/files/ENCFF355OIQ/,/files/ENCFF068GSV/,/files/ENCFF817KZN/,/files/ENCFF980XMB/,/files/ENCFF818WTM/,/files/ENCFF616GOQ/,/files/ENCFF712AJI/,/files/ENCFF642ADW/,/files/ENCFF345IXQ/,/files/ENCFF345EQH/,/files/ENCFF067OJC/,/files/ENCFF599BMP/,/files/ENCFF051UVH/,/files/ENCFF878LJT/,/files/ENCFF558FYR/,/files/ENCFF324WFA/,/files/ENCFF225GYY/,/files/ENCFF958LSK/,/files/ENCFF047LHV/,/files/ENCFF925QLY/,/files/ENCFF453ZEW/,/files/ENCFF753BJV/,/files/ENCFF115QAR/,/files/ENCFF249OND/,/files/ENCFF230WTF/,/files/ENCFF407WQL/,/files/ENCFF423UPA/,/files/ENCFF778GCT/,/files/ENCFF724VJO/,/files/ENCFF485BBV/,/files/ENCFF906POA/,/files/ENCFF620GTE/,/files/ENCFF966KYZ/,/files/ENCFF058XHZ/,/files/ENCFF346ABF/,/files/ENCFF259SRL/,/files/ENCFF769NWX/,/files/ENCFF451YGX/,/files/ENCFF881YIZ/,/files/ENCFF135KAA/,/files/ENCFF310GNU/,/files/ENCFF665QON/,/files/ENCFF722CYS/,/files/ENCFF826AFU/,/files/ENCFF865UXY/,/files/ENCFF613FRB/,/files/ENCFF177JTP/,/files/ENCFF135KPN/,/files/ENCFF791GLH/		ENCBS973FZI	1	1,2		Homo sapiens	adult	30 years												/replicates/1151881a-c59f-4f20-80a5-4c0089ff8869/,/replicates/87a809e4-4028-4f6d-bf2d-3d2afb3b94f5/				
/experiments/ENCSR448VSW/	ENCSR448VSW	polyA plus RNA-seq	polyA plus RNA-seq	tissue				Homo sapiens spleen tissue female adult (30 years)	spleen	GEO:GSE93493	RNA-seq of human spleen tissue. The second technical replicate was performed in May 2015 and was not part of the original Lin et al. 2014 publication (PMID:25413365).	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF058MGQ/,/files/ENCFF482WYS/,/files/ENCFF926YPC/,/files/ENCFF111IRS/,/files/ENCFF937VCF/,/files/ENCFF435DOT/,/files/ENCFF019PWN/,/files/ENCFF128NFW/,/files/ENCFF418XPE/,/files/ENCFF542IQZ/,/files/ENCFF212LEK/,/files/ENCFF118SXR/,/files/ENCFF896BBJ/,/files/ENCFF260JJB/,/files/ENCFF993LXA/,/files/ENCFF144QQV/,/files/ENCFF809RAX/,/files/ENCFF687MWH/,/files/ENCFF750HMK/,/files/ENCFF382SQH/,/files/ENCFF135ICW/,/files/ENCFF047LCC/,/files/ENCFF200MOG/,/files/ENCFF668WDY/,/files/ENCFF633XJE/,/files/ENCFF107FMH/,/files/ENCFF243RTI/,/files/ENCFF154FOB/,/files/ENCFF563FZD/,/files/ENCFF149WEI/,/files/ENCFF305HVL/,/files/ENCFF294RZY/,/files/ENCFF678VMV/,/files/ENCFF696QSE/,/files/ENCFF476UMO/,/files/ENCFF152USM/,/files/ENCFF311RYE/,/files/ENCFF132IPM/,/files/ENCFF146MHL/,/files/ENCFF080FHS/,/files/ENCFF804LUI/,/files/ENCFF145EWZ/,/files/ENCFF690TCE/,/files/ENCFF447SHD/,/files/ENCFF935WCA/,/files/ENCFF017ZIB/,/files/ENCFF080GOV/,/files/ENCFF083UQE/,/files/ENCFF950QIZ/,/files/ENCFF373KYJ/,/files/ENCFF709OSY/,/files/ENCFF743ENF/,/files/ENCFF768CKP/,/files/ENCFF562XSR/		ENCBS167WVB	1	1,2		Homo sapiens	adult	30 years												/replicates/364ec531-ee7f-4e14-96f1-3960b5cc4883/,/replicates/f21b00a0-9375-438d-865a-3c5160d347cc/				
/experiments/ENCSR001UXR/	ENCSR001UXR	polyA plus RNA-seq	polyA plus RNA-seq	tissue				Homo sapiens pancreas tissue female adult (30 years)	pancreas	GEO:GSE93478	RNA-seq of human pancreas tissue. The second technical replicate was performed in May 2015 and was not part of the original Lin et al. 2014 publication (PMID:25413365).	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF576OBS/,/files/ENCFF063OPQ/,/files/ENCFF541KUW/,/files/ENCFF386MOY/,/files/ENCFF529JCZ/,/files/ENCFF650XAA/,/files/ENCFF436CCN/,/files/ENCFF299DDO/,/files/ENCFF373ZQL/,/files/ENCFF224VWH/,/files/ENCFF034CAJ/,/files/ENCFF308RJK/,/files/ENCFF674QEN/,/files/ENCFF873PNR/,/files/ENCFF534ZPK/,/files/ENCFF612NRO/,/files/ENCFF801JLY/,/files/ENCFF625HJC/,/files/ENCFF911YUO/,/files/ENCFF167ESW/,/files/ENCFF255JTL/,/files/ENCFF094XOD/,/files/ENCFF754EKQ/,/files/ENCFF654TRY/,/files/ENCFF487RRD/,/files/ENCFF116KXN/,/files/ENCFF091QSD/,/files/ENCFF903UAZ/,/files/ENCFF414OAB/,/files/ENCFF598HLJ/,/files/ENCFF708LJB/,/files/ENCFF774BXU/,/files/ENCFF605BGR/,/files/ENCFF145QUW/,/files/ENCFF574JCH/,/files/ENCFF396NJE/,/files/ENCFF886HSE/,/files/ENCFF575OWW/,/files/ENCFF696QDX/,/files/ENCFF701RPB/,/files/ENCFF466XWW/,/files/ENCFF036ZAR/,/files/ENCFF145KTE/,/files/ENCFF678DDU/,/files/ENCFF227YIR/,/files/ENCFF490YGG/,/files/ENCFF031OSV/,/files/ENCFF838YUI/,/files/ENCFF774XKW/,/files/ENCFF939QIN/,/files/ENCFF858JWQ/,/files/ENCFF573RZC/,/files/ENCFF459SPG/,/files/ENCFF779TQQ/		ENCBS526GJF	1	1,2		Homo sapiens	adult	30 years												/replicates/24c2c4a7-3dfe-4321-86bf-fdf1c4270576/,/replicates/aa8706fa-0616-4662-98cb-5b05bc78115d/				
/experiments/ENCSR626YZN/	ENCSR626YZN	whole-genome shotgun bisulfite sequencing	WGBS	tissue				Homo sapiens heart right ventricle tissue male adult (34 years)	heart right ventricle	GEO:GSM1120336,GEO:GSM1059433,GEO:GSM1120337,GEO:GSM1010988		Joe Ecker, Salk	Roadmap	released	/files/ENCFF233NET/,/files/ENCFF375NTZ/,/files/ENCFF578POQ/,/files/ENCFF941XFF/,/files/ENCFF998QLW/,/files/ENCFF991WZT/,/files/ENCFF482JGN/,/files/ENCFF107YVE/,/files/ENCFF441ILR/,/files/ENCFF129PKG/,/files/ENCFF511YKV/,/files/ENCFF756MUH/,/files/ENCFF721QTH/,/files/ENCFF447JOT/,/files/ENCFF338XGV/,/files/ENCFF055IQZ/,/files/ENCFF402PAI/,/files/ENCFF566BGW/,/files/ENCFF757MLJ/,/files/ENCFF663LBM/,/files/ENCFF805HPH/,/files/ENCFF077NVS/,/files/ENCFF473VEE/,/files/ENCFF739YHS/,/files/ENCFF513ITC/,/files/ENCFF047VIZ/,/files/ENCFF071RFQ/,/files/ENCFF409OJJ/,/files/ENCFF638RLL/,/files/ENCFF805QNK/,/files/ENCFF004ONU/,/files/ENCFF271OQR/,/files/ENCFF615CGR/,/files/ENCFF959KKM/,/files/ENCFF047DGZ/	/reference-epigenomes/ENCSR015MPL/	ENCBS427BHH	1	1,2,3,4		Homo sapiens	adult	34 years												/replicates/69255441-9a87-4d08-b107-b325d3f52fb6/,/replicates/13047bb4-51b1-4e58-97ce-3586140646bd/,/replicates/f96e3a0a-5267-4c30-a22f-bd9587128f35/,/replicates/3b47e158-9c9f-47fd-a1aa-0d4079056daf/				
/experiments/ENCSR729ZII/	ENCSR729ZII	polyA plus RNA-seq	polyA plus RNA-seq	tissue				Homo sapiens muscle of back tissue male embryo (91 days)	muscle of back	GEO:GSM1220596		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF326BCF/,/files/ENCFF968CPL/,/files/ENCFF044FMD/,/files/ENCFF294KIK/,/files/ENCFF151UBP/,/files/ENCFF742UHM/,/files/ENCFF313PHN/,/files/ENCFF271AXW/,/files/ENCFF883BSK/,/files/ENCFF556WPM/,/files/ENCFF181RHD/,/files/ENCFF956DJP/,/files/ENCFF403IEU/,/files/ENCFF720OID/,/files/ENCFF590WBY/,/files/ENCFF696BRC/,/files/ENCFF082AUD/,/files/ENCFF597WFU/,/files/ENCFF046IOO/		ENCBS384LIR	1	1		Homo sapiens	embryonic	91 days												/replicates/5793c855-9cd9-4d53-b157-1fdc64f586f1/				
/experiments/ENCSR333FZW/	ENCSR333FZW	polyA plus RNA-seq	polyA plus RNA-seq	tissue				Homo sapiens spinal cord tissue male embryo (105 days)	spinal cord	GEO:GSM1101711		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF659JRI/,/files/ENCFF123FVX/,/files/ENCFF750SSF/,/files/ENCFF592GHL/,/files/ENCFF164RUT/,/files/ENCFF815GXX/,/files/ENCFF400RFD/,/files/ENCFF080CAK/,/files/ENCFF905YNK/,/files/ENCFF363WLB/,/files/ENCFF475PMU/,/files/ENCFF659FUR/,/files/ENCFF727PEI/,/files/ENCFF107FQU/,/files/ENCFF457FEE/,/files/ENCFF296ZMF/,/files/ENCFF080VEH/,/files/ENCFF477LRS/,/files/ENCFF644AOT/,/files/ENCFF617TON/		ENCBS300UPT	1	2		Homo sapiens	embryonic	105 days												/replicates/15296835-b463-45a6-9ca8-d0f16244c5d8/				
/experiments/ENCSR719HRO/	ENCSR719HRO	polyA plus RNA-seq	polyA plus RNA-seq	tissue				Homo sapiens small intestine tissue male adult (34 years)	small intestine	GEO:GSM1120314		Joe Ecker, Salk	Roadmap	released	/files/ENCFF687DEH/,/files/ENCFF653GRP/,/files/ENCFF152VMR/,/files/ENCFF047RTX/,/files/ENCFF229UBH/,/files/ENCFF770KBJ/,/files/ENCFF455YOP/,/files/ENCFF261SJA/,/files/ENCFF536QTK/,/files/ENCFF974BJS/,/files/ENCFF213TRF/,/files/ENCFF109PRM/,/files/ENCFF247GMC/,/files/ENCFF613OBZ/,/files/ENCFF785TWJ/,/files/ENCFF970CQJ/,/files/ENCFF331ICT/,/files/ENCFF736CFQ/,/files/ENCFF921HSZ/,/files/ENCFF492OZS/,/files/ENCFF545PGU/,/files/ENCFF732DTD/,/files/ENCFF079EWM/,/files/ENCFF492CNI/,/files/ENCFF894PUN/,/files/ENCFF183QMZ/,/files/ENCFF971BRH/,/files/ENCFF030ZTE/,/files/ENCFF888MDP/,/files/ENCFF949LUE/,/files/ENCFF845OKW/,/files/ENCFF599UKR/,/files/ENCFF270BNH/,/files/ENCFF761WKK/,/files/ENCFF590SOE/,/files/ENCFF067PMT/,/files/ENCFF972RFT/,/files/ENCFF934IDN/,/files/ENCFF438JIO/,/files/ENCFF943EHY/,/files/ENCFF481AMD/,/files/ENCFF572YIH/,/files/ENCFF643NOK/,/files/ENCFF035YZD/,/files/ENCFF464VYE/,/files/ENCFF966GWF/,/files/ENCFF867CEH/,/files/ENCFF956GVO/,/files/ENCFF009ICZ/	/reference-epigenomes/ENCSR561OQA/	ENCBS853LFM	1	1		Homo sapiens	adult	34 years												/replicates/f79ca5dd-d095-4f6d-9d70-e2c00f850709/				
/experiments/ENCSR125NGM/	ENCSR125NGM	polyA plus RNA-seq	polyA plus RNA-seq	tissue				Homo sapiens left renal cortex interstitium tissue male embryo (105 days)	left renal cortex interstitium	GEO:GSM1059528		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF832ENU/,/files/ENCFF139JYD/,/files/ENCFF689RXL/,/files/ENCFF548MXI/,/files/ENCFF447EYP/,/files/ENCFF644CGQ/,/files/ENCFF471RJX/,/files/ENCFF869JVY/,/files/ENCFF110EDG/,/files/ENCFF506BOH/,/files/ENCFF111AYL/,/files/ENCFF519UAD/,/files/ENCFF387VCN/,/files/ENCFF382YGI/,/files/ENCFF113MLN/,/files/ENCFF669XAP/,/files/ENCFF062PNO/,/files/ENCFF077HWS/,/files/ENCFF666JTO/,/files/ENCFF711NFD/		ENCBS674SNK	1	2		Homo sapiens	embryonic	105 days												/replicates/e1a6825f-085e-492f-b83f-6116b96a728f/				
